"","Month","Name","Year","Elevation_ft"
"590","August","Glen Elder Dam (Waconda Lake)","2014",1453.36166666667
"591","December","Glen Elder Dam (Waconda Lake)","2014",1453.21548387097
"592","February","Glen Elder Dam (Waconda Lake)","2014",1452.9844
"593","January","Glen Elder Dam (Waconda Lake)","2014",1452.91806451613
"594","July","Glen Elder Dam (Waconda Lake)","2014",1454.12935483871
"595","June","Glen Elder Dam (Waconda Lake)","2014",1454.26433333333
"596","March","Glen Elder Dam (Waconda Lake)","2014",1453.03344827586
"597","May","Glen Elder Dam (Waconda Lake)","2014",1452.99903225806
"598","November","Glen Elder Dam (Waconda Lake)","2014",1453.21866666667
"599","October","Glen Elder Dam (Waconda Lake)","2014",1453.46290322581
"600","September","Glen Elder Dam (Waconda Lake)","2014",1453.60448275862
"601","April","Hillsdale Dam","2014",914.906
"602","August","Hillsdale Dam","2014",916.168333333333
"603","December","Hillsdale Dam","2014",917.710967741936
"604","February","Hillsdale Dam","2014",915.0088
"605","January","Hillsdale Dam","2014",915.058387096774
"606","July","Hillsdale Dam","2014",916.828064516129
"607","June","Hillsdale Dam","2014",916.883666666667
"608","March","Hillsdale Dam","2014",914.9825
"609","May","Hillsdale Dam","2014",915.4
"610","November","Hillsdale Dam","2014",917.581333333333
"611","October","Hillsdale Dam","2014",917.441290322581
"612","September","Hillsdale Dam","2014",916.283448275862
"613","April","John Redmond Dam","2014",1041.89833333333
"614","August","John Redmond Dam","2014",1043.06838709677
"615","December","John Redmond Dam","2014",1041.38322580645
"616","February","John Redmond Dam","2014",1041.21035714286
"617","January","John Redmond Dam","2014",1041.33193548387
"618","July","John Redmond Dam","2014",1043.87806451613
"619","June","John Redmond Dam","2014",1047.26133333333
"620","March","John Redmond Dam","2014",1041.65225806452
"621","May","John Redmond Dam","2014",1042.45387096774
"622","November","John Redmond Dam","2014",1041.82466666667
"623","October","John Redmond Dam","2014",1043.56806451613
"624","September","John Redmond Dam","2014",1043.856
"625","April","Kanopolis Dam","2014",1463.50466666667
"626","August","Kanopolis Dam","2014",1466.017
"627","December","Kanopolis Dam","2014",1464.54548387097
"628","February","Kanopolis Dam","2014",1463.5492
"629","January","Kanopolis Dam","2014",1463.75419354839
"630","July","Kanopolis Dam","2014",1467.6835483871
"631","June","Kanopolis Dam","2014",1466.83266666667
"632","March","Kanopolis Dam","2014",1463.51620689655
"633","May","Kanopolis Dam","2014",1463.29225806452
"634","November","Kanopolis Dam","2014",1464.93766666667
"635","October","Kanopolis Dam","2014",1466.01064516129
"636","September","Kanopolis Dam","2014",1466.79034482759
"637","April","Kirwin Dam","2014",1718.079
"638","August","Kirwin Dam","2014",1713.81033333333
"639","December","Kirwin Dam","2014",1715.01548387097
"640","February","Kirwin Dam","2014",1717.8076
"641","January","Kirwin Dam","2014",1717.78967741935
"642","July","Kirwin Dam","2014",1716.84967741935
"643","June","Kirwin Dam","2014",1718.42833333333
"644","March","Kirwin Dam","2014",1717.98793103448
"645","May","Kirwin Dam","2014",1718.28193548387
"646","November","Kirwin Dam","2014",1714.87933333333
"647","October","Kirwin Dam","2014",1714.99322580645
"648","September","Kirwin Dam","2014",1714.96
"649","April","Lovewell Dam","2014",1579.055
"650","August","Lovewell Dam","2014",1578.1315
"651","December","Lovewell Dam","2014",1580.21095238095
"652","February","Lovewell Dam","2014",1578.0385
"653","January","Lovewell Dam","2014",1577.98714285714
"654","July","Lovewell Dam","2014",1580.64285714286
"655","June","Lovewell Dam","2014",1582.30047619048
"656","March","Lovewell Dam","2014",1578.14764705882
"657","May","Lovewell Dam","2014",1580.17909090909
"658","November","Lovewell Dam","2014",1580.21666666667
"659","October","Lovewell Dam","2014",1580.51545454545
"660","September","Lovewell Dam","2014",1580.6055
"661","April","Marion Dam","2014",1349.73633333333
"662","August","Marion Dam","2014",1349.24677419355
"663","December","Marion Dam","2014",1348.91225806452
"664","February","Marion Dam","2014",1349.97285714286
"665","January","Marion Dam","2014",1349.94870967742
"666","July","Marion Dam","2014",1349.85064516129
"667","June","Marion Dam","2014",1349.84233333333
"668","March","Marion Dam","2014",1349.94806451613
"669","May","Marion Dam","2014",1349.42290322581
"670","November","Marion Dam","2014",1348.925
"671","October","Marion Dam","2014",1349.23612903226
"672","September","Marion Dam","2014",1349.44133333333
"673","April","Melvern Dam","2014",1032.886
"674","August","Melvern Dam","2014",1035.793
"675","December","Melvern Dam","2014",1034.37741935484
"676","February","Melvern Dam","2014",1033.138
"677","January","Melvern Dam","2014",1033.2635483871
"678","July","Melvern Dam","2014",1036.36709677419
"679","June","Melvern Dam","2014",1036.19566666667
"680","March","Melvern Dam","2014",1033.15071428571
"681","May","Melvern Dam","2014",1032.97225806452
"682","November","Melvern Dam","2014",1034.63
"683","October","Melvern Dam","2014",1035.11838709677
"684","September","Melvern Dam","2014",1035.4924137931
"685","April","Milford Dam","2014",1144.74666666667
"686","August","Milford Dam","2014",1145.583
"687","December","Milford Dam","2014",1146.37290322581
"688","February","Milford Dam","2014",1144.2436
"689","January","Milford Dam","2014",1143.98290322581
"690","July","Milford Dam","2014",1146.78774193548
"691","June","Milford Dam","2014",1147.41133333333
"692","March","Milford Dam","2014",1144.76129032258
"693","May","Milford Dam","2014",1145.11709677419
"694","November","Milford Dam","2014",1146.51533333333
"695","October","Milford Dam","2014",1146.58161290323
"696","September","Milford Dam","2014",1146.163
"697","April","Norton Dam (Keith Sebelius Lake)","2014",2291.08409090909
"698","August","Norton Dam (Keith Sebelius Lake)","2014",2288.6785
"699","December","Norton Dam (Keith Sebelius Lake)","2014",2287.92142857143
"700","February","Norton Dam (Keith Sebelius Lake)","2014",11559.797
"701","January","Norton Dam (Keith Sebelius Lake)","2014",12533.3333333333
"702","July","Norton Dam (Keith Sebelius Lake)","2014",2289.935
"703","June","Norton Dam (Keith Sebelius Lake)","2014",2291.19047619048
"704","March","Norton Dam (Keith Sebelius Lake)","2014",2291.01375
"705","May","Norton Dam (Keith Sebelius Lake)","2014",2291.03409090909
"706","November","Norton Dam (Keith Sebelius Lake)","2014",2287.885
"707","October","Norton Dam (Keith Sebelius Lake)","2014",2288.10909090909
"708","September","Norton Dam (Keith Sebelius Lake)","2014",2288.396
"709","April","Perry Dam","2014",891.763333333333
"710","August","Perry Dam","2014",893.943
"711","December","Perry Dam","2014",892.500967741935
"712","February","Perry Dam","2014",891.5816
"713","January","Perry Dam","2014",891.329032258065
"714","July","Perry Dam","2014",894.076129032258
"715","June","Perry Dam","2014",894.455666666667
"716","March","Perry Dam","2014",892.003571428571
"717","May","Perry Dam","2014",892.589032258065
"718","November","Perry Dam","2014",893.379666666667
"719","October","Perry Dam","2014",894.963225806452
"720","September","Perry Dam","2014",893.91275862069
"721","April","Pomona Dam","2014",972.129333333333
"722","August","Pomona Dam","2014",973.816666666667
"723","December","Pomona Dam","2014",972.283870967742
"724","February","Pomona Dam","2014",972.3664
"725","January","Pomona Dam","2014",972.602258064516
"726","July","Pomona Dam","2014",975.015483870968
"727","June","Pomona Dam","2014",976.398666666667
"728","March","Pomona Dam","2014",972.341724137931
"729","May","Pomona Dam","2014",972.52935483871
"730","November","Pomona Dam","2014",972.434666666667
"731","October","Pomona Dam","2014",972.942903225807
"732","September","Pomona Dam","2014",973.311724137931
"733","April","Toronto Dam","2014",902.025333333333
"734","August","Toronto Dam","2014",902.250322580645
"735","December","Toronto Dam","2014",902.950322580645
"736","February","Toronto Dam","2014",901.857857142857
"737","January","Toronto Dam","2014",901.801612903226
"738","July","Toronto Dam","2014",902.814516129032
"739","June","Toronto Dam","2014",907.782333333333
"740","March","Toronto Dam","2014",901.968709677419
"741","May","Toronto Dam","2014",903.844838709677
"742","November","Toronto Dam","2014",901.888666666667
"743","October","Toronto Dam","2014",902.182903225806
"744","September","Toronto Dam","2014",902.279
"745","April","Tuttle Creek Dam","2014",1073.21733333333
"746","August","Tuttle Creek Dam","2014",1075.63433333333
"747","December","Tuttle Creek Dam","2014",1076.79838709677
"748","February","Tuttle Creek Dam","2014",1073.1456
"749","January","Tuttle Creek Dam","2014",1074.34516129032
"750","July","Tuttle Creek Dam","2014",1077.49258064516
"751","June","Tuttle Creek Dam","2014",1080.64866666667
"752","March","Tuttle Creek Dam","2014",1073.42133333333
"753","May","Tuttle Creek Dam","2014",1075.59741935484
"754","November","Tuttle Creek Dam","2014",1078.80666666667
"755","October","Tuttle Creek Dam","2014",1080.07290322581
"756","September","Tuttle Creek Dam","2014",1078.41931034483
"757","April","Webster Dam","2014",1869.246
"758","August","Webster Dam","2014",1869.938
"759","December","Webster Dam","2014",1870.82290322581
"760","February","Webster Dam","2014",1869.4988
"761","January","Webster Dam","2014",1869.53161290323
"762","July","Webster Dam","2014",1870.21903225806
"763","June","Webster Dam","2014",1869.767
"764","March","Webster Dam","2014",1869.44862068966
"765","May","Webster Dam","2014",1869.09709677419
"766","November","Webster Dam","2014",1870.846
"767","October","Webster Dam","2014",1871.09741935484
"768","September","Webster Dam","2014",1871.35482758621
"769","April","Wilson Dam","2014",1509.897
"770","August","Wilson Dam","2014",1509.094
"771","December","Wilson Dam","2014",1507.86580645161
"772","February","Wilson Dam","2014",1510.1768
"773","January","Wilson Dam","2014",1510.19483870968
"774","July","Wilson Dam","2014",1509.60612903226
"775","June","Wilson Dam","2014",1509.682
"776","March","Wilson Dam","2014",1510.13137931034
"777","May","Wilson Dam","2014",1509.53741935484
"778","November","Wilson Dam","2014",1508.04066666667
"779","October","Wilson Dam","2014",1508.45709677419
"780","September","Wilson Dam","2014",1508.72517241379
"781","April","Big Hill Dam","2015",858.260666666667
"782","August","Big Hill Dam","2015",857.948064516129
"783","December","Big Hill Dam","2015",858.657096774194
"784","February","Big Hill Dam","2015",857.767142857143
"785","January","Big Hill Dam","2015",857.816451612903
"786","July","Big Hill Dam","2015",858.163548387097
"787","June","Big Hill Dam","2015",858.417666666667
"788","March","Big Hill Dam","2015",857.741612903226
"789","May","Big Hill Dam","2015",858.864516129032
"790","November","Big Hill Dam","2015",857.750333333333
"791","October","Big Hill Dam","2015",857.646451612903
"792","September","Big Hill Dam","2015",858.058333333333
"793","April","Cedar Bluff Dam","2015",2120.75052631579
"794","August","Cedar Bluff Dam","2015",2120.42714285714
"795","December","Cedar Bluff Dam","2015",2119.2715
"796","February","Cedar Bluff Dam","2015",2121.00157894737
"797","January","Cedar Bluff Dam","2015",2121.046
"798","July","Cedar Bluff Dam","2015",2120.67909090909
"799","June","Cedar Bluff Dam","2015",2121.09590909091
"800","March","Cedar Bluff Dam","2015",2120.88238095238
"801","May","Cedar Bluff Dam","2015",2120.881
"802","November","Cedar Bluff Dam","2015",2119.20952380952
"803","October","Cedar Bluff Dam","2015",2119.27666666667
"804","September","Cedar Bluff Dam","2015",2119.71952380952
"805","April","Cheney Dam","2015",1420.27966666667
"806","August","Cheney Dam","2015",1422.47322580645
"807","December","Cheney Dam","2015",1421.46774193548
"808","February","Cheney Dam","2015",1420.17428571429
"809","January","Cheney Dam","2015",1420.09483870968
"810","July","Cheney Dam","2015",1422.84064516129
"811","June","Cheney Dam","2015",1422.943
"812","March","Cheney Dam","2015",1420.2264516129
"813","May","Cheney Dam","2015",1346.10741935484
"814","November","Cheney Dam","2015",1420.51433333333
"815","October","Cheney Dam","2015",1421.0035483871
"816","September","Cheney Dam","2015",1421.77366666667
"817","April","Clinton Dam","2015",874.4928
"818","August","Clinton Dam","2015",877.518064516129
"819","December","Clinton Dam","2015",878.586666666667
"820","February","Clinton Dam","2015",874.552142857143
